repo,path,name
Sleepingkoala/ZheyuanLi.github.io,description,description
starit/wechatapidemo,wechat.git/description,description
wrathematics/mec,DESCRIPTION,DESCRIPTION
ProjectMOSAIC/NHANES,DESCRIPTION,DESCRIPTION
SwedishPensionsAgency/pmtreemap,DESCRIPTION,DESCRIPTION
agolotin/CS360,node-v0.12.0/tools/pkgsrc/description,description
masedki/MHTrajectoryR,DESCRIPTION,DESCRIPTION
dis-organization/sp_dplyrexpt,DESCRIPTION,DESCRIPTION
Photix/mark,test/dot_git/description,description
Photix/mark,test/dot_git_clone/description,description
Photix/mark,test/dot_git_clone2/description,description
Photix/mark,test/dot_git_iv2/description,description
diogograca/bazaar,vendor/zetacomponents/base/DESCRIPTION,DESCRIPTION
diogograca/bazaar,vendor/zetacomponents/document/DESCRIPTION,DESCRIPTION
parthasen/lambdaR,DESCRIPTION,DESCRIPTION
impromptuRong/microbr,DESCRIPTION,DESCRIPTION
Tsunamical28/mdpr,DESCRIPTION,DESCRIPTION
wthielen/wrds,DESCRIPTION,DESCRIPTION
juandiazc/AgroGes,description,description
POgawa/restaurant-rater-ember.js,node_modules/ember-cli/node_modules/git-repo-info/tests/fixtures/tagged-annotated/dot-git/description,description
POgawa/restaurant-rater-ember.js,node_modules/ember-cli/node_modules/git-repo-info/tests/fixtures/tagged-commit-unpacked/dot-git/description,description
krlmlr/dplyr.summarize.dt,DESCRIPTION,DESCRIPTION
mbask/pluviometer,DESCRIPTION,DESCRIPTION
thomasvangurp/epiGBS,RnBeads/RnBeads/DESCRIPTION,DESCRIPTION
thomasvangurp/epiGBS,RnBeads/r-packages/RnBeads/DESCRIPTION,DESCRIPTION
POgawa/restaurant-rater-ember.js,node_modules/ember-cli-app-version/node_modules/git-repo-version/node_modules/git-repo-info/tests/fixtures/tagged-annotated/dot-git/description,description
POgawa/restaurant-rater-ember.js,node_modules/ember-cli-app-version/node_modules/git-repo-version/node_modules/git-repo-info/tests/fixtures/tagged-commit-unpacked/dot-git/description,description
stevensuting/demo,DESCRIPTION,DESCRIPTION
WOODDREAM/GG,test/dot_git/description,description
WOODDREAM/GG,test/dot_git_clone/description,description
